,Antigua and Barbuda,Bahamas,Barbados,Costa Rica,Cuba,Dominican Republic,El Salvador,French Guiana,St Martin,Guatemala,Guyana,Haiti,Honduras,Jamaica,Aruba,Curacao,Sint Maarten,Nicaragua,Panama,Saint Lucia,Trinidad and Tobago,Cayman Islands
4/26/21,1228,10220,3825,241240,102441,265403,68468,18826,1720,221939,12754,12958,206907,45145,10555,12129,2220,6835,363165,4502,9796,541
4/27/21,1232,10220,3828,243167,103524,265481,68922,18826,1720,223025,12826,12999,207320,45212,10570,12146,2220,6898,363533,4508,9947,541
4/28/21,1232,10349,3831,245601,104512,265819,68922,19004,1745,224621,12963,13017,208356,45292,10585,12146,2226,6898,363895,4508,10170,542
4/29/21,1232,10349,3838,248382,105661,266214,69198,19099,1745,226247,13106,13017,211076,45414,10608,12181,2226,6898,364218,4534,10498,542
4/30/21,1232,10453,3855,250991,106707,266561,69198,19264,1745,227671,13283,13056,212333,45578,10638,12195,2230,6898,364576,4552,10824,543
5/1/21,1232,10453,3863,250991,107622,266861,69198,19404,1745,228477,13404,13056,213167,45777,10650,12207,2230,6898,364844,4560,11072,543
5/2/21,1232,10519,3866,250991,108693,267455,69198,19543,1745,228684,13518,13094,213167,45867,10650,12210,2230,6898,365104,4560,11313,543
5/3/21,1232,10576,3881,256676,109625,267681,69727,19543,1745,228871,13564,13094,214475,46039,10679,12213,2240,6898,365299,4560,11471,543
5/4/21,1232,10576,3884,257980,110644,268070,69727,19697,1745,230095,13656,13135,215833,46087,10704,12217,2240,6989,365619,4573,11706,545
5/5/21,1232,10576,3915,260535,111654,268561,69997,19882,1745,231289,13829,13149,216964,46194,10721,12218,2243,6989,365975,4585,12105,545
5/6/21,1232,10711,3929,263094,112714,269184,69997,20078,1773,232439,13957,13164,217595,46338,10721,12222,2247,6989,366364,4607,12396,545
5/7/21,1232,10773,3931,265486,113876,269958,70255,20226,1773,233696,14073,13164,218330,46428,10736,12228,2250,6989,366762,4607,12720,545
5/8/21,1232,10773,3933,265486,114912,270600,70255,20366,1773,234883,14203,13164,219288,46588,10757,12234,2260,6989,367270,4654,13122,548
5/9/21,1231,10773,3942,265486,115981,271548,70380,20366,1773,235098,14362,13164,219288,46708,10770,12235,2260,6989,367656,4654,13355,548
5/10/21,1237,10908,3946,271478,117097,272108,70380,20366,1773,235304,14442,13164,220185,46782,10781,12236,2263,6989,367908,4690,13454,548
5/11/21,1238,10908,3950,273714,118168,272809,70380,20644,1773,236266,14531,13179,222118,46821,10795,12236,2268,7086,368368,4700,13802,548
5/12/21,1240,10966,3957,276887,119375,273497,70915,20877,1773,237682,14659,13227,222992,46922,10814,12236,2272,7086,368930,4725,14417,560
5/13/21,1240,11024,3959,279926,120561,274319,70915,20877,1773,238787,14845,13255,222992,47020,10826,12244,2272,7086,369455,4725,14814,561
5/14/21,1240,11024,3961,282741,121838,275378,70915,21433,1773,240170,14988,13268,223922,47150,10838,12246,2277,7086,370043,4788,15379,565
5/15/21,1241,11024,3965,282741,123221,276272,71330,21465,1773,241117,15168,13353,225964,47233,10849,12249,2282,7086,370533,4818,15899,565
5/16/21,1241,11024,3967,282741,124454,277188,71479,21465,1773,241369,15271,13393,226719,47319,10854,12254,2282,7086,370877,4818,16255,565
5/17/21,1251,11225,3968,288626,125511,277919,71479,21465,1773,241528,15352,13460,227516,47396,10857,12256,2292,7086,371145,4818,16549,565
5/18/21,1251,11278,3972,290920,126755,278549,71479,21845,1773,242784,15454,13520,228287,47479,10869,12257,2307,7193,371684,4871,17150,565
5/19/21,1252,11321,3975,293820,128094,279565,71479,21845,1773,243833,15607,13598,229211,47572,10879,12262,2326,7193,372221,4906,17669,574
5/20/21,1255,11396,3975,296632,129346,280994,71479,22115,1915,245247,15743,13598,230311,47672,10892,12266,2346,7193,372800,4923,18227,574
5/21/21,1255,11396,3985,299219,130543,281630,72220,22382,1915,246156,15743,13624,231560,47776,10902,12268,2356,7193,373308,4935,18935,574
5/22/21,1257,11396,3991,299219,131832,282685,72220,22610,1915,247106,16014,13624,232141,47899,10915,12271,2356,7193,373774,4935,19444,574
5/23/21,1257,11396,3995,299219,133053,283729,72220,22780,1915,247454,16130,13735,232672,47959,10917,12271,2366,7193,374121,4945,20017,574
5/24/21,1258,11499,3995,304529,134208,284567,72220,22780,1915,247644,16130,13906,233116,48054,10922,12271,2366,7193,374356,4945,20267,574
5/25/21,1258,11597,4000,306899,135499,285211,72821,23101,1915,248824,16235,13906,233916,48081,10936,12271,2386,7324,374937,4968,20879,578
5/26/21,1258,11597,4004,309486,136628,286269,72821,23172,1915,250296,16556,14037,234923,48101,10951,12271,2394,7324,375600,4980,21461,581
5/27/21,1258,11622,4006,311922,137730,288034,72821,23172,1915,251336,16654,14037,235599,48180,10957,12271,2404,7324,376237,5002,21987,581
5/28/21,1259,11684,4009,314102,138899,289288,73246,23609,1915,252929,16724,14037,236451,48288,10969,12271,2411,7324,376854,5035,22620,581
5/29/21,1259,11745,4012,314102,140087,290526,73246,23763,1915,253837,16822,14128,236952,48374,10974,12271,2411,7324,377428,5035,23001,581
5/30/21,1259,11745,4017,314102,141166,291910,73246,23763,1915,254225,16910,14258,236952,48467,10978,12272,2414,7324,377776,5053,23638,581
5/31/21,1260,11796,4017,318986,142266,292786,73702,23763,1915,254417,16952,14351,238227,48557,10985,12272,2414,7324,378097,5067,23909,584
6/1/21,1260,11796,4017,321279,143323,294021,73702,24036,1915,255833,17114,14565,238820,48594,10993,12273,2433,7481,378828,5072,24314,584
6/2/21,1262,11864,4023,323598,144514,295680,73702,24212,1915,257167,17257,14711,239428,48639,11006,12273,2433,7481,379506,5072,24726,584
6/3/21,1262,11930,4026,325779,145567,297119,74141,24365,2040,258633,17376,14931,240382,48733,11018,12276,2448,7481,380207,5102,25272,584
6/4/21,1263,11930,4029,327979,146696,298414,74141,24534,2040,259954,17459,15058,241039,48821,11033,12277,2454,7481,381122,5108,25801,584
6/5/21,1263,11930,4030,327979,147831,299681,74141,24534,2040,261392,17617,15123,241574,48901,11041,12278,2471,7481,381949,5108,26192,587
6/6/21,1263,11930,4031,327979,148918,301078,74141,24534,2040,261958,17665,15282,241826,48951,11057,12279,2479,7481,382475,5133,26410,587
6/7/21,1263,12024,4032,331920,150103,301984,74141,24725,2040,262255,17718,15435,242377,48983,11059,12280,2484,7481,382851,5138,26799,587
6/8/21,1263,12024,4032,333820,151259,302988,74983,24935,2040,263836,17805,15895,242796,49031,11064,12281,2495,7662,383733,5148,27079,592
6/9/21,1263,12027,4032,336007,152420,304428,74983,25093,2040,265662,17939,16001,243467,49090,11068,12287,2503,7662,384512,5156,27533,592
6/10/21,1263,12052,4033,338048,153578,305569,75351,25292,2040,267447,18088,16001,244295,49110,11069,12291,2511,7662,385353,5160,27806,592
6/11/21,1263,12092,4033,339900,154866,306698,75351,25292,2040,269308,18196,16079,245695,49179,11072,12293,2518,7662,386269,5168,28106,592
6/12/21,1263,12092,4036,339900,156238,307847,75351,25506,2040,271131,18303,16079,247074,49232,11076,12293,2522,7662,387127,5179,28422,592
6/13/21,1263,12092,4036,339900,157708,308650,75351,25506,2040,271703,18386,16079,247728,49277,11080,12295,2522,7662,387842,5179,28723,592
6/14/21,1263,12199,4037,343604,159057,309477,75351,25506,2040,271990,18446,16561,248115,49356,11081,12296,2532,7662,388325,5180,28982,593
