,Costa Rica,US,Italy,Spain,Germany,China,Brazil,"Korea, South",France,Uruguay
4/2/20,6,9001,18278,26743,22440,76565,127,5828,12548,68
4/3/20,11,9707,19758,30513,24575,76760,127,6021,14135,86
4/4/20,13,14652,20996,34219,26400,76946,127,6325,15572,93
4/5/20,16,17448,21815,38080,28700,77207,127,6463,16349,104
4/6/20,18,19581,22837,40437,28700,77310,127,6598,17428,123
4/7/20,24,21763,24392,43208,36081,77410,127,6694,19523,150
4/8/20,29,23559,26491,48021,46300,77567,127,6776,21452,192
4/9/20,30,25410,28470,52165,52407,77679,173,6973,23413,206
4/10/20,42,28790,30455,55668,53913,77791,173,7117,25195,214
4/11/20,49,31270,32534,59109,57400,77877,173,7243,26663,224
4/12/20,56,32988,34211,62391,60300,77956,173,7368,27469,231
4/13/20,62,43482,35435,64727,64300,78039,173,7447,28001,248
4/14/20,66,47763,37130,67504,68200,78200,3046,7534,28805,260
4/15/20,67,52096,38092,70853,72600,78311,14026,7616,30955,272
4/16/20,74,54703,40164,74797,77000,78401,14026,7757,32812,286
4/17/20,88,58545,42727,74797,83114,77552,14026,7829,34420,294
4/18/20,97,64840,44927,74797,85400,77614,14026,7937,35983,298
4/19/20,112,70337,47055,77357,88000,77690,22130,8042,36578,298
4/20/20,124,72329,48877,80587,91500,77745,22130,8114,37409,313
4/21/20,150,75204,51600,82514,95200,77799,22991,8213,39181,324
4/22/20,180,77366,54543,85915,99400,77861,25318,8277,40657,337
4/23/20,196,80203,57576,89250,103300,77983,26573,8501,42088,354
4/24/20,216,99079,60498,92355,109800,78109,27655,8635,43493,369
4/25/20,242,100372,63120,95708,109800,78175,29160,8717,44594,370
4/26/20,264,106988,64928,98372,112000,78277,30152,8764,44903,375
4/27/20,287,111424,66624,100875,114500,78374,31142,8854,45513,386
4/28/20,306,115936,68941,102548,117400,78422,32544,8922,46886,394
4/29/20,323,120720,71252,108947,120400,78474,34132,9059,48228,412
4/30/20,338,153947,75945,112050,123500,78523,35935,9072,49476,417
5/1/20,355,164015,78249,112050,126900,78573,38039,9123,50212,435
5/2/20,372,175382,79914,117248,129000,78586,40937,9183,50663,440
5/3/20,386,180152,81654,118902,130600,78684,42991,9217,50885,442
5/4/20,399,187180,82879,121343,132700,78792,45815,9283,51476,447
5/5/20,413,189791,85231,123486,135100,78870,48221,9333,52842,468
5/6/20,428,189910,93245,126002,139900,78929,51370,9419,54079,486
5/7/20,445,195036,96276,128511,141700,78977,55350,9484,55191,492
5/8/20,461,198993,99023,131148,141700,78993,59297,9568,55892,506
5/9/20,480,212534,103031,133952,143300,79127,61685,9610,56148,513
5/10/20,501,216169,105186,136166,144400,79167,64957,9632,56327,517
5/11/20,517,232733,106587,137139,145617,79198,67384,9670,56835,523
5/12/20,520,230287,109039,138980,147200,79222,72597,9695,57898,532
5/13/20,527,243430,112541,140823,148700,79246,78424,9762,58786,545
5/14/20,535,246414,115288,143374,150300,79261,79479,9821,59719,547
5/15/20,542,250747,120205,144783,151597,79281,84970,9851,60562,553
5/16/20,551,268376,122810,146446,152600,79293,89672,9888,60562,558
5/17/20,565,272265,125176,146446,154011,79306,94122,9904,61327,564
5/18/20,575,283178,127326,150376,155041,79310,100459,9938,61843,569
5/19/20,577,289392,129401,150376,155681,79310,106794,10066,62678,579
5/20/20,582,294312,132282,150376,156966,79310,116683,10135,63472,588
5/21/20,592,298418,134560,150376,158087,79310,125960,10162,63976,594
5/22/20,600,350135,136720,150376,159064,79332,135430,10194,64327,603
5/23/20,607,361239,138840,150376,159716,79335,142587,10213,64665,616
5/24/20,620,366736,140479,150376,160281,79343,149911,10226,64735,618
5/25/20,628,379157,141981,150376,161199,79352,153833,10275,65317,629
5/26/20,634,384902,144658,150376,161967,79358,158593,10295,65997,638
5/27/20,639,391508,147101,150376,162820,79367,166647,10340,66702,650
5/28/20,646,399991,150604,150376,163360,79371,177604,10363,67309,654
5/29/20,653,406446,152844,150376,164245,79382,189476,10398,67921,680
5/30/20,658,416461,155633,150376,164908,79386,200892,10405,68386,682
5/31/20,669,444758,157507,150376,165352,79389,206555,10422,68473,685
6/1/20,676,458231,158355,150376,165632,79398,211080,10446,68558,689
6/2/20,682,463868,160092,150376,166609,79400,223638,10467,68930,691
6/3/20,685,479258,160938,150376,167453,79404,238617,10499,69573,698
6/4/20,687,485002,161895,150376,167909,79415,254963,10506,70094,709
6/5/20,695,491706,163781,150376,168480,79420,266940,10531,70622,721
6/6/20,701,500849,165078,150376,168958,79424,277149,10552,70924,726
6/7/20,704,506367,165837,150376,169224,79434,283952,10563,70961,730
6/8/20,712,518522,166584,150376,169556,79444,378257,10589,71182,738
6/9/20,717,524855,168646,150376,170129,79451,396737,10611,71626,754
6/10/20,722,533504,169939,150376,170630,79456,413916,10654,71952,758
6/11/20,722,540292,171338,150376,170961,79464,429965,10669,72269,772
6/12/20,731,547386,173085,150376,171535,79472,445123,10691,72695,780
6/13/20,743,556606,174865,150376,171970,79475,459436,10718,72931,784
6/14/20,752,561816,176370,150376,172089,79482,469141,10730,72982,788
6/15/20,771,576334,177010,150376,172692,79489,477709,10760,73168,792
6/16/20,794,583503,178526,150376,172842,79493,490005,10774,73459,801
6/17/20,899,592191,179455,150376,173599,79510,521046,10800,73791,810
6/18/20,937,599115,180544,150376,173847,79515,534580,10835,74011,814
6/19/20,982,606715,181907,150376,173972,79515,551631,10856,74241,814
6/20/20,1014,617460,182453,150376,174609,79534,576779,10868,74436,815
6/21/20,1032,622133,182893,150376,174740,79535,588118,10881,74496,814
6/22/20,1043,640198,183426,150376,175143,79547,601736,10908,74736,815
6/23/20,1129,647548,184585,150376,175825,79555,627963,10930,74995,815
6/24/20,1210,656161,186111,150376,176422,79562,660469,10974,75251,815
6/25/20,1227,663562,186725,150376,176764,79572,679524,11172,75475,818
6/26/20,1280,670809,187615,150376,177149,79580,702399,11317,75773,818
6/27/20,1325,679308,188584,150376,177518,79591,727715,11364,75773,818
6/28/20,1366,685164,188891,150376,177657,79609,746018,11429,75774,818
6/29/20,1394,705203,189196,150376,177770,79619,757811,11537,76124,822
6/30/20,1436,720631,190248,150376,178100,79632,788318,11613,76399,824
7/1/20,1516,729994,190717,150376,179100,79650,817642,11684,76674,825
7/2/20,1589,781970,191083,150376,179800,79665,957692,11759,76927,828
7/3/20,1657,790404,191467,150376,180300,79680,984615,11811,77185,837
7/4/20,1721,894325,191944,150376,181000,79706,990731,11832,77185,840
7/5/20,1745,906763,192108,150376,181719,79718,1029045,11848,77185,849
7/6/20,1776,924148,192241,150376,182160,79725,1062542,11914,77444,858
7/7/20,1810,936476,192815,150376,182661,79754,1107012,11970,77780,865
7/8/20,1929,953462,193640,150376,183153,79802,1139844,12019,77780,871
7/9/20,2023,969111,193978,150376,183728,79802,1171447,12065,78295,878
7/10/20,2110,983185,194273,150376,184028,79802,1217361,12144,78513,886
7/11/20,2220,995576,194579,150376,184266,79876,1244088,12178,78513,896
7/12/20,2239,1006326,194928,150376,184414,79907,1264843,12204,78513,896
7/13/20,2304,1031939,195106,150376,185100,79907,1291251,12282,78722,903
7/14/20,2441,1049098,195441,150376,185100,79967,1323425,12348,78722,905
7/15/20,2551,1075882,196016,150376,186000,80005,1350098,12396,78945,909
7/16/20,2673,1090645,196246,150376,186400,80038,1397531,12460,79161,916
7/17/20,2818,1107204,196483,150376,186900,80064,1428520,12519,79371,917
7/18/20,2902,1122720,196806,150376,187200,80092,1447408,12556,79371,921
7/19/20,2966,1131121,196949,150376,187400,80137,1459072,12572,79371,922
7/20/20,3019,1160087,197162,150376,188070,80162,1514300,12643,79668,927
7/21/20,3194,1182018,197431,150376,188221,80204,1555339,12698,79861,929
7/22/20,3322,1210849,197628,150376,188628,80244,1591975,12758,80084,934
7/23/20,3448,1233269,197842,150376,189140,80297,1620313,12817,80600,940
7/24/20,3505,1261624,198192,150376,189696,80341,1693214,12866,80943,946
7/25/20,3640,1279414,198320,150376,189919,80409,1785359,12890,80945,947
7/26/20,3736,1297863,198446,150376,190055,80459,1812913,12905,80945,948
7/27/20,3824,1325804,198593,150376,190314,80466,1846641,13007,81212,951
7/28/20,3920,1355363,198756,150376,190711,80517,1868749,13069,81441,958
7/29/20,4050,1389425,199031,150376,191279,80594,1922802,13132,81443,967
7/30/20,4280,1414155,199796,150376,191551,80680,1956807,13183,81632,978
7/31/20,4404,1438160,199974,150376,191992,80787,2008854,13233,81764,994
8/1/20,4531,1461885,200229,150376,192636,80907,2037982,13259,81764,1004
8/2/20,4585,1468689,200460,150376,192908,81018,2062876,13280,81764,1011
8/3/20,4689,1513446,200589,150376,193594,81113,2098976,13352,81764,1023
8/4/20,6590,1528979,200766,150376,194173,81234,2157484,13406,81764,1048
8/5/20,6851,1577851,200976,150376,194568,81417,2190361,13501,82298,1065
8/6/20,7038,1598624,201323,150376,195281,81592,2230542,13543,82592,1079
